Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes)
Coco Before Chanel,6.7,2009,PG-13,Biography,Anne Fontaine,Audrey TautouBenoît PoelvoordeAlessandro Nivola,65.0,"https://m.media-amazon.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
The Libertine,6.2,2004,R,Biography,Laurence Dunmore,Stephen Jeffreys,44.0,"https://m.media-amazon.com/images/M/MV5BMTE5MTQ4ODQzNl5BMl5BanBnXkFtZTYwMDIxNTQ3._V1_QL75_UY281_CR1,0,190,281_.jpg",114.0
The Alpinist,7.9,2021,PG-13,Documentary,Peter Mortimer,Marc-André LeclercPeter MortimerAlex Honnold,67.0,"https://m.media-amazon.com/images/M/MV5BOWY1NTBmOTQtYzgxMi00NjU0LTliNGEtNmUwNmQzZGVjNzhkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX190_CR0,2,190,281_.jpg",92.0
Missing,7.7,1982,PG,Biography,Costa-Gavras,Costa-GavrasDonald E. StewartThomas Hauser,78.0,"https://m.media-amazon.com/images/M/MV5BMGJmOGZiN2YtYWI2MS00ZGQzLWEwMmQtZTdiYjFjOWFiZDg4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",122.0
Wilde,6.9,1997,R,Biography,Brian Gilbert,Stephen FryJude LawVanessa Redgrave,70.0,"https://m.media-amazon.com/images/M/MV5BZGRjYWM5YmQtZDBlNC00ZWNjLThkMDMtYWIzZGQwYjA2ZDQ5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Mandela: Long Walk to Freedom,7.1,2013,PG-13,Biography,Justin Chadwick,Idris ElbaNaomie HarrisTerry Pheto,60.0,"https://m.media-amazon.com/images/M/MV5BMTg1NTQ1NDczNV5BMl5BanBnXkFtZTcwNDQyMDU1OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",141.0
Seberg,6.0,2019,R,Biography,Benedict Andrews,Kristen StewartYvan AttalGabriel Sky,54.0,"https://m.media-amazon.com/images/M/MV5BNjk5MTdhZGQtMDEzMC00NTk3LTg1ZjgtZTNhN2RlYzY3N2U1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
"Paul, Apostle of Christ",6.6,2018,PG-13,Adventure,Andrew Hyatt,Jim CaviezelJames FaulknerOlivier Martinez,52.0,"https://m.media-amazon.com/images/M/MV5BMWRkYTQ4NzctMDAwYS00NmE3LWI5NzUtMTMzNTQ0MDgwOWI1XkEyXkFqcGdeQXVyODQyOTY2OTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",108.0
Valentino,6.1,1977,R,Biography,Ken Russell,Ken RussellMardik MartinBrad Steiger,66.0,"https://m.media-amazon.com/images/M/MV5BMTM1ODcyMjQwNF5BMl5BanBnXkFtZTcwNDY1Nzg0NQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",128.0
The Last Waltz,8.1,1978,PG,Documentary,Martin Scorsese,Robbie RobertsonMuddy WatersNeil Young,84.0,"https://m.media-amazon.com/images/M/MV5BODk2N2RkMGEtMGJjZS00OTk0LTk5NjgtNTg4ZjdiNDI2ZjE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",117.0
Fat Man and Little Boy,6.5,1989,PG-13,Biography,Roland Joffé,Bruce RobinsonRoland Joffé,50.0,"https://m.media-amazon.com/images/M/MV5BMmUzNjY5NTAtODExZi00MDM5LWE0OGQtOWI0NGI3OTYzNmI3XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UY281_CR0,0,190,281_.jpg",127.0
American Splendor,7.4,2003,R,Biography,Shari Springer Berman,Harvey PekarJoyce BrabnerShari Springer Berman,90.0,"https://m.media-amazon.com/images/M/MV5BMjA0MjYxNjY1MV5BMl5BanBnXkFtZTcwNDkwMjAwMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
Funny Lady,6.2,1975,PG,Biography,Herbert Ross,Jay Presson AllenArnold Schulman,66.0,"https://m.media-amazon.com/images/M/MV5BMGM1MzYzZjQtMzc2NS00ZjZlLWFmMTItNDExMjdhM2E3MGRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwMTkwOTI@._V1_QL75_UX190_CR0,5,190,281_.jpg",136.0
Lansky,6.2,2021,R,Biography,Eytan Rockaway,Eytan RockawayRobert Rockaway,45.0,"https://m.media-amazon.com/images/M/MV5BZWM4Y2E0MzgtYmM3MS00Mzc3LTk0YjktNWE2ZTMzMDBkMjJhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_QL75_UY281_CR0,0,190,281_.jpg",119.0
Total Eclipse,6.5,1995,R,Biography,Agnieszka Holland,Leonardo DiCaprioDavid ThewlisRomane Bohringer,42.0,"https://m.media-amazon.com/images/M/MV5BOTdiMDEyM2ItOWYzYS00OTM1LWFlYWEtZjdhNWNhNzZmNTQyXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_QL75_UX190_CR0,8,190,281_.jpg",111.0
The Baader Meinhof Complex,7.3,2008,R,Action,Uli Edel,Martina GedeckMoritz BleibtreuJohanna Wokalek,76.0,"https://m.media-amazon.com/images/M/MV5BOWViYjU3MGYtMTExYy00OTgzLThiZWItZTgwNDI0NDM3OWNlXkEyXkFqcGdeQXVyMDAyMjM2OQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",150.0
Gorillas in the Mist,7.0,1988,PG-13,Biography,Michael Apted,Harold T.P. HayesDian FosseyAnna Hamilton Phelan,66.0,"https://m.media-amazon.com/images/M/MV5BZTZhZmVkNzUtNGE0MC00ZmNlLWJkMzMtYThkNjBmNmZhYmRjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY281_CR8,0,190,281_.jpg",129.0
Kill the Messenger,6.9,2014,R,Biography,Michael Cuesta,Jeremy RennerRobert PatrickJena Sims,60.0,"https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
Ip Man 2,7.5,2010,R,Action,Wilson Yip,Tai-Lee ChanHiu-Yan ChoiDavid Tadman,67.0,"https://m.media-amazon.com/images/M/MV5BZWM2MTcyMDgtZTZkNS00NTg5LWIwNzEtMmY1Y2I1MTZjYTE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,6,190,281_.jpg",108.0
Pollock,7.0,2000,R,Biography,Ed Harris,Steven NaifehGregory White SmithBarbara Turner,77.0,"https://m.media-amazon.com/images/M/MV5BZDU0NjJkNGQtOGY0ZS00MTEyLTk4NDEtODA5MTc4NGY1NjZkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",122.0
Waltz with Bashir,8.0,2008,R,Documentary,Ari Folman,Ari FolmanRon Ben-YishaiRonny Dayag,91.0,"https://m.media-amazon.com/images/M/MV5BNjM2OTI3NzQyNl5BMl5BanBnXkFtZTcwNjkzNzQ5MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",90.0
Chasing Mavericks,7.1,2012,PG,Biography,Michael Apted,Jonny WestonGerard ButlerElisabeth Shue,45.0,"https://m.media-amazon.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.0
The Postman,7.8,1994,PG,Biography,Michael Radford,Antonio SkármetaFurio ScarpelliGiacomo Scarpelli,81.0,"https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_QL75_UY281_CR4,0,190,281_.jpg",108.0
Sergio,6.2,2020,R,Biography,Greg Barker,Wagner MouraAna de ArmasBrían F. O'Byrne,55.0,"https://m.media-amazon.com/images/M/MV5BMzIwYzQ3MTMtNjBjZC00M2ZiLTkzMzctYjZhOWM1ZTAxMTdiXkEyXkFqcGdeQXVyODkwODgyNTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Immortal Beloved,7.4,1994,R,Biography,Bernard Rose,Gary OldmanJeroen KrabbéIsabella Rossellini,66.0,"https://m.media-amazon.com/images/M/MV5BOTgyZTYzZGItYzIzMi00YTBkLTk0ZTktOTg2ZTM3NDcwYjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",121.0
Angela's Ashes,7.3,1999,R,Biography,Alan Parker,Emily WatsonRobert CarlyleJoe Breen,54.0,"https://m.media-amazon.com/images/M/MV5BZjQ5MTY1NTgtZGNiNy00MTk4LWI3MGItYjZiN2Y5NmI2MzY0XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX190_CR0,1,190,281_.jpg",145.0
The Railway Man,7.1,2013,R,Biography,Jonathan Teplitzky,Colin FirthNicole KidmanStellan Skarsgård,59.0,"https://m.media-amazon.com/images/M/MV5BMTQzNDU1NjE0NF5BMl5BanBnXkFtZTgwODA3NDczMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.0
Walking Tall,6.9,1973,R,Action,Phil Karlson,Joe Don BakerElizabeth HartmanLeif Garrett,60.0,"https://m.media-amazon.com/images/M/MV5BNmE1NWQ2OGUtZjkyMS00NTQwLWJhYTctOTc3MmI1NGIwMzAwXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_QL75_UX190_CR0,2,190,281_.jpg",125.0
A Civil Action,6.6,1998,PG-13,Biography,Steven Zaillian,John TravoltaRobert DuvallKathleen Quinlan,68.0,"https://m.media-amazon.com/images/M/MV5BZmEzNjhiZWEtNTM5OS00ZmQyLThhYjEtNjY4ZDZhOGFkMzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR0,0,190,281_.jpg",115.0
The Duke,6.9,2020,R,Biography,Roger Michell,Jim BroadbentHeather CraneyStephen Rashbrook,74.0,"https://m.media-amazon.com/images/M/MV5BYmQwYTIzNTgtNDNjNS00MTM2LWJkZmQtNDEwMjJkYWJlOTBmXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Goodbye Christopher Robin,7.1,2017,PG,Biography,Simon Curtis,Domhnall GleesonMargot RobbieKelly Macdonald,54.0,"https://m.media-amazon.com/images/M/MV5BYjJlODVhNzUtNTk4OC00ZmRjLTg4ZDQtMjc5OWZkY2JlY2ZjXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",107.0
The Grandmaster,6.6,2013,PG-13,Action,Kar-Wai Wong,Kar-Wai WongJingzhi ZouHaofeng Xu,73.0,"https://m.media-amazon.com/images/M/MV5BZTRiM2VmZTctY2Y0Ni00ZWJmLTg3MGUtMDA3ZmVkYWFkNzJhXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",130.0
Searching for Sugar Man,8.2,2012,PG-13,Documentary,Malik Bendjelloul,RodriguezStephen 'Sugar' SegermanDennis Coffey,79.0,"https://m.media-amazon.com/images/M/MV5BMjA5Nzc2NDUyN15BMl5BanBnXkFtZTcwNjQwMjc5Nw@@._V1_QL75_UY281_CR0,0,190,281_.jpg",86.0
The Case for Christ,6.3,2017,PG,Biography,Jon Gunn,Mike VogelErika ChristensenFaye Dunaway,50.0,"https://m.media-amazon.com/images/M/MV5BZTJmZWMwNDQtNGUzZS00MWRiLThmMjctNTY3NGY1ODE5M2ExL2ltYWdlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",112.0
Frost/Nixon,7.7,2008,R,Biography,Ron Howard,Peter Morgan,80.0,"https://m.media-amazon.com/images/M/MV5BYTdmMWVmMmEtZTExOS00YzFhLWI3MGUtZDc5MjBhMjNjOWMzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",122.0
Still: A Michael J. Fox Movie,8.1,2023,R,Documentary,Davis Guggenheim,Michael J. FoxDavis GuggenheimTracy Pollan,78.0,"https://m.media-amazon.com/images/M/MV5BNGFmYmUyMDUtNjk1MS00ZDMzLWEyMmUtM2I4YzhhZjRiYjk2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,2,190,281_.jpg",95.0
Coal Miner's Daughter,7.5,1980,PG,Biography,Michael Apted,Sissy SpacekTommy Lee JonesLevon Helm,84.0,"https://m.media-amazon.com/images/M/MV5BNGRjZTQ1NjYtODI2NC00ZTUwLTg3OGMtOTRkYTkxNzA5YmQyXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,4,190,281_.jpg",124.0
Anne of the Thousand Days,7.4,1969,M/PG,Biography,Charles Jarrott,Bridget BolandJohn HaleRichard Sokolove,66.0,"https://m.media-amazon.com/images/M/MV5BNTBiYWU5NmUtOTZkZi00NzU5LWFhYWQtMzM1ZjhjZTA1ZWQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg",145.0
Loving,7.0,2016,PG-13,Biography,Jeff Nichols,Ruth NeggaJoel EdgertonWill Dalton,79.0,"https://m.media-amazon.com/images/M/MV5BMjE4NTI3NjIzOF5BMl5BanBnXkFtZTgwNjI0NTI5ODE@._V1_QL75_UX190_CR0,0,190,281_.jpg",123.0
The Kill Team,6.0,2019,R,Action,Dan Krauss,Nat WolffAlexander SkarsgårdAdam Long,60.0,"https://m.media-amazon.com/images/M/MV5BNTgxNmY2MDAtM2QzYS00MmNmLTk2NWYtNDA1NzRiOGM4MzQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",87.0
Mr. Turner,6.8,2014,R,Biography,Mike Leigh,Timothy SpallPaul JessonDorothy Atkinson,94.0,"https://m.media-amazon.com/images/M/MV5BMjUzNTg0MzM3NF5BMl5BanBnXkFtZTgwNDg3NTY5MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",150.0
Shooting Stars,6.5,2023,PG-13,Biography,Chris Robinson,Frank E. FlowersTony RettenmaierJuel Taylor,62.0,"https://m.media-amazon.com/images/M/MV5BZmRiMWZmMjQtZWM3YS00NWM0LWFmNTgtOWNkNDY5NzNmOWI3XkEyXkFqcGdeQXVyMTUxNDM3MTgy._V1_QL75_UX190_CR0,2,190,281_.jpg",116.0
The Sea Inside,8.0,2004,PG-13,Biography,Alejandro Amenábar,Javier BardemBelén RuedaLola Dueñas,74.0,"https://m.media-amazon.com/images/M/MV5BMjE0NDk2NjgwMV5BMl5BanBnXkFtZTYwMTgyMzA3._V1_QL75_UX190_CR0,0,190,281_.jpg",126.0
Tracks,7.1,2013,PG-13,Adventure,John Curran,Mia WasikowskaAdam DriverLily Pearl,78.0,"https://m.media-amazon.com/images/M/MV5BOTkyMjIzOTQ4MV5BMl5BanBnXkFtZTgwOTkzMDM1MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
A Prayer Before Dawn,6.8,2017,R,Action,Jean-Stéphane Sauvaire,Joe ColeVithaya PansringarmCherry Miko,76.0,"https://m.media-amazon.com/images/M/MV5BMzU5NzhlOGYtODE0YS00ZmUxLWI2YzctNTM0ZWNjMmJjMjBkXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.0
Reds,7.3,1981,PG,Biography,Warren Beatty,Warren BeattyDiane KeatonEdward Herrmann,76.0,"https://m.media-amazon.com/images/M/MV5BYWU5NjA2OWItMjc3MS00NDk4LWJhYzEtMzczMGU4MDk5OTUwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UY281_CR5,0,190,281_.jpg",195.0
Bright Star,6.9,2009,PG,Biography,Jane Campion,Jane CampionAndrew Motion,81.0,"https://m.media-amazon.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",119.0
Pat Garrett & Billy the Kid,7.2,1973,R,Biography,Sam Peckinpah,James CoburnKris KristoffersonRichard Jaeckel,53.0,"https://m.media-amazon.com/images/M/MV5BNGQ5MDcyOGItOGUwOS00OWRjLTkxYjAtNTZlYWJmNjU0YTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",122.0
Queen Margot,7.4,1994,R,Biography,Patrice Chéreau,Alexandre DumasDanièle ThompsonPatrice Chéreau,66.0,"https://m.media-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR9,0,190,281_.jpg",161.0
The Diving Bell and the Butterfly,8.0,2007,PG-13,Biography,Julian Schnabel,Mathieu AmalricEmmanuelle SeignerMarie-Josée Croze,92.0,"https://m.media-amazon.com/images/M/MV5BMTc3MjkzMDkxN15BMl5BanBnXkFtZTcwODAyMTU1MQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",112.0
Red Dog,7.3,2011,PG,Biography,Kriv Stenders,Josh LucasRachael TaylorRohan Nichol,66.0,"https://m.media-amazon.com/images/M/MV5BMzM3NTE2NjY5M15BMl5BanBnXkFtZTcwMTY0MzUwNg@@._V1_QL75_UY281_CR3,0,190,281_.jpg",92.0
Great Balls of Fire!,6.3,1989,PG-13,Biography,Jim McBride,Myra LewisMurray Silver Jr.Jack Baran,49.0,"https://m.media-amazon.com/images/M/MV5BNjYzOGJkNWEtN2Q1ZS00YzFjLThiZGQtMjdjMDVlMDI1ZWU0XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UY281_CR2,0,190,281_.jpg",108.0
The Notorious Bettie Page,6.5,2005,R,Biography,Mary Harron,Gretchen MolLili TaylorChris Bauer,64.0,"https://m.media-amazon.com/images/M/MV5BMjAzODM0MTUyNl5BMl5BanBnXkFtZTgwNTQzNjU0MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
Florence Foster Jenkins,6.8,2016,PG-13,Biography,Stephen Frears,Meryl StreepHugh GrantSimon Helberg,71.0,"https://m.media-amazon.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_QL75_UY281_CR1,0,190,281_.jpg",111.0
Hoffa,6.6,1992,R,Biography,Danny DeVito,Jack NicholsonDanny DeVitoArmand Assante,50.0,"https://m.media-amazon.com/images/M/MV5BOWNlMGRmYmEtZGNiZS00NzdiLTk2ZWUtZjEyY2U3NjM0MGRlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg",140.0
Machine Gun Preacher,6.7,2011,R,Action,Marc Forster,Gerard ButlerMichelle MonaghanMichael Shannon,43.0,"https://m.media-amazon.com/images/M/MV5BNDI0NDMzMDU3N15BMl5BanBnXkFtZTcwMTIzNjQzNg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",129.0
Breakthrough,6.3,2019,PG,Biography,Roxann Dawson,Marcel RuizTopher GraceSarah Constible,46.0,"https://m.media-amazon.com/images/M/MV5BYmI4OTk2NWItZmE4My00NTJiLTkxMDMtZWFlNjg5ZTk3MGY2XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.0
My Friend Dahmer,6.2,2017,R,Biography,Marc Meyers,Ross LynchAlex WolffAnne Heche,68.0,"https://m.media-amazon.com/images/M/MV5BN2UxZDJlYjAtNGQ0OC00MWE4LTkzMjktMDAyNTg2ZTVkZjQ1XkEyXkFqcGdeQXVyMTc2MDc0Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
Super/Man: The Christopher Reeve Story,8.2,2024,PG-13,Documentary,Ian Bonhôte,Daniel RadcliffeEmma WatsonRupert Grint,86.0,"https://m.media-amazon.com/images/M/MV5BYTEwMGI2OTQtODdjMi00M2U2LTk4OWUtNzliNDJkZmFjYWMxXkEyXkFqcGdeQXVyMzY4NjE2OQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",106.0
Topsy-Turvy,7.3,1999,R,Biography,Mike Leigh,Jim BroadbentAllan CordunerDexter Fletcher,90.0,"https://m.media-amazon.com/images/M/MV5BZTRhNzBiZjUtZWExZi00NDEwLWIzYjUtNjhhOWVjODkzYjljXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",160.0
The Greatest Story Ever Told,6.6,1965,G,Biography,George Stevens,Fulton OurslerHenry DenkerJames Lee Barrett,66.0,"https://m.media-amazon.com/images/M/MV5BMTU4NDQ3Mzg3Ml5BMl5BanBnXkFtZTcwNjg5MTkzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",260.0
The Old Man & the Gun,6.7,2018,PG-13,Biography,David Lowery,Robert RedfordCasey AffleckSissy Spacek,80.0,"https://m.media-amazon.com/images/M/MV5BOTk3NjU5MjIxM15BMl5BanBnXkFtZTgwNjU0OTU2NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",93.0
Antwone Fisher,7.3,2002,PG-13,Biography,Denzel Washington,Denzel WashingtonDerek LukeJoy Bryant,62.0,"https://m.media-amazon.com/images/M/MV5BMDY5MTIyNjEtNGVmYi00MzFkLWE2ODEtZjVjZjc5NGJhZGU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",120.0
Kinsey,7.1,2004,R,Biography,Bill Condon,Liam NeesonLaura LinneyChris O'Donnell,79.0,"https://m.media-amazon.com/images/M/MV5BMTA0MjA1MjA4MDNeQTJeQWpwZ15BbWU3MDQxMDQ2MjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",118.0
The Current War,6.5,2017,PG-13,Biography,Alfonso Gomez-Rejon,Benedict CumberbatchOliver PowellSophia Ally,55.0,"https://m.media-amazon.com/images/M/MV5BYWIxOWU4OGUtMTY1Ny00YmY3LWFhOTgtNzk3NmExYjUwMTFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Million Dollar Arm,7.0,2014,PG,Biography,Craig Gillespie,Jon HammAasif MandviAlan Arkin,56.0,"https://m.media-amazon.com/images/M/MV5BMjM1OTUwOTA0M15BMl5BanBnXkFtZTgwMTA0Nzk4MjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",124.0
Pawn Sacrifice,7.0,2014,PG-13,Biography,Edward Zwick,Steven KnightStephen J. RiveleChristopher Wilkinson,65.0,"https://m.media-amazon.com/images/M/MV5BMTk0MDYxNTE0OV5BMl5BanBnXkFtZTgwODgyNjU3NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",115.0
24 Hour Party People,7.3,2002,R,Biography,Michael Winterbottom,Frank Cottrell Boyce,85.0,"https://m.media-amazon.com/images/M/MV5BYTcyYzMyZGUtOGExYi00ZTljLWE3NDEtMGQyYTZiNmIzMzRiXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_QL75_UY281_CR2,0,190,281_.jpg",117.0
Victoria & Abdul,6.8,2017,PG-13,Biography,Stephen Frears,Judi DenchAli FazalTim Pigott-Smith,58.0,"https://m.media-amazon.com/images/M/MV5BMjA4NzY1NTQ1Nl5BMl5BanBnXkFtZTgwMTM3NTY0MjI@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0
Glory Road,7.2,2006,PG,Biography,James Gartner,Josh LucasDerek LukeAustin Nichols,58.0,"https://m.media-amazon.com/images/M/MV5BMjA2MDY4OTE1N15BMl5BanBnXkFtZTcwOTI5OTMzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Gridiron Gang,7.1,2006,PG-13,Biography,Phil Joanou,Dwayne JohnsonXzibitL. Scott Caldwell,52.0,"https://m.media-amazon.com/images/M/MV5BNzk4NTAwNTAzN15BMl5BanBnXkFtZTcwNjczODYzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",125.0
My Week with Marilyn,6.9,2011,R,Biography,Simon Curtis,Michelle WilliamsEddie RedmayneKenneth Branagh,65.0,"https://m.media-amazon.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Rise of the Footsoldier,6.8,2007,R,Action,Julian Gilbey,Ricci HarnettTerry StoneCraig Fairbrass,66.0,"https://m.media-amazon.com/images/M/MV5BMjEyOTc1MjY0Nl5BMl5BanBnXkFtZTcwNzM0ODI1MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",119.0
The King and I,7.4,1956,G,Biography,Walter Lang,Yul BrynnerDeborah KerrRita Moreno,72.0,"https://m.media-amazon.com/images/M/MV5BNmJkYTViMzItZDM3YS00MDU2LTkzYWItMGJkYjVjMjU2YjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,4,190,281_.jpg",133.0
Can You Ever Forgive Me?,7.1,2018,R,Biography,Marielle Heller,Melissa McCarthyRichard E. GrantDolly Wells,87.0,"https://m.media-amazon.com/images/M/MV5BMTFkZmFmNzEtM2FjZC00MmQ1LThlMjctODc1M2RmNzE5NjFjXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_QL75_UX190_CR0,1,190,281_.jpg",106.0
Firebird,7.1,2021,R,Biography,Peeter Rebane,Tom PriorOleg ZagorodniiDiana Pozharskaya,49.0,"https://m.media-amazon.com/images/M/MV5BYjZjZGNkMGYtMmQ2Yy00MTYxLThmYWYtZjYxNDNjMzVmYTk1XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",107.0
Concussion,7.1,2015,PG-13,Biography,Peter Landesman,Will SmithAlec BaldwinAlbert Brooks,55.0,"https://m.media-amazon.com/images/M/MV5BMTYwNjgwNDg0NV5BMl5BanBnXkFtZTgwMzY1MjAyNzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",123.0
The Madness of King George,7.2,1994,PG-13,Biography,Nicholas Hytner,Alan Bennett,89.0,"https://m.media-amazon.com/images/M/MV5BMjkxN2ZmZjUtNDhkZS00NWZiLWEyNGEtNDFkYmJmM2MzNDg1XkEyXkFqcGdeQXVyMjg1NDcxNDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",110.0
Shirley,6.1,2020,R,Biography,Josephine Decker,Elisabeth MossOdessa YoungMichael Stuhlbarg,76.0,"https://m.media-amazon.com/images/M/MV5BOGU5YzRmMDctODIxZi00OGEzLWE4ZDYtOTRlMTNiZjlhMDA5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UY281_CR0,0,190,281_.jpg",107.0
Basquiat,6.9,1996,R,Biography,Julian Schnabel,Lech MajewskiJohn BoweJulian Schnabel,65.0,"https://m.media-amazon.com/images/M/MV5BMTk3NTk3MzU5N15BMl5BanBnXkFtZTgwNjIwMDcyMTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",107.0
